,1.0,2.0,3.0,4.0,5.0,6.0,7.0
1.0,93,41,12,2,1,0,0
2.0,233,161,72,26,8,0,0
3.0,43,53,129,53,16,2,2
4.0,4,6,34,39,14,10,1
5.0,0,1,5,9,18,7,2
6.0,0,0,2,2,2,5,9
7.0,0,0,0,0,0,0,2
