,1.0,2.0,3.0,4.0,5.0,6.0,7.0
1.0,95,40,11,2,1,0,0
2.0,222,182,83,9,4,0,0
3.0,36,65,120,61,14,1,1
4.0,3,3,38,37,16,10,1
5.0,0,0,4,12,17,7,2
6.0,0,0,0,2,4,5,9
7.0,0,0,0,0,0,0,2
