PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
-0.700533125208286,0.811833328889265,-0.04675049554311056,0.050817434533234174,-0.09981542176105945,0.02608873459440625,-0.08295876112166975,0.5760261963458653,-0.019382008203199103,-0.029568282940631962,-0.032777902101926826
-1.0637403583149563,0.7321019972323495,0.1460611623282626,-0.14799446512714023,0.23263153873196646,-0.0620752104470097,-0.014031347168373655,-0.23530502459396446,-0.02796413491366731,-0.08412174405348022,-0.03305162491610647
1.332082044274273,-0.3439479666400922,-0.026365456766603235,-0.027015097101391772,0.15931752557399376,-0.13008154741063563,-0.09252798788565322,-0.07628182792504745,0.04186999077983938,0.011089117100551826,-0.011773647117028219
0.48767355168727766,-0.6094959121909955,0.46493063928683087,0.15435648347907763,-0.19740128405484822,-0.07009767199874652,0.3613666661168133,-0.936056757520042,-0.8537108668021681,0.09036194849329937,0.1130120431660358
-1.0637403583149563,0.7321019972323495,0.1460611623282626,-0.14799446512714023,0.23263153873196646,-0.0620752104470097,-0.014031347168373655,-0.23530502459396446,-0.02796413491366731,-0.08412174405348022,-0.03305162491610647
0.09261624550156444,-0.2500880272426911,0.5240171292660619,-0.36458193217218615,-0.5144510746051193,-0.6396536249429199,0.5427448888478711,0.4849622995744767,0.45473131518731846,0.48758107169651177,0.3986217237919254
0.7234339401793406,0.1482801803000402,-0.20898412663440352,-0.0036845357422951586,-0.6877735801713911,0.5598380516394987,0.24119809661141486,-0.2940608184903788,0.024792565440199532,0.009878183908897165,-0.007488727609661905
0.982725640676033,-0.2974112086616889,0.44240009497349797,-0.6148140146684026,0.3572042384294846,0.010330429867965812,0.02774981338721364,0.40738810558252714,0.012536875956291244,0.002271209079437786,-0.053430590709304115
1.332082044274273,-0.3439479666400922,-0.026365456766603235,-0.027015097101391772,0.15931752557399376,-0.13008154741063563,-0.09252798788565322,-0.07628182792504745,0.04186999077983938,0.011089117100551826,-0.011773647117028219
0.6600211327307264,0.042381080085345246,0.5792619721205549,0.555560561463747,-0.49134265127348664,0.009496000089953105,-0.5808997823666325,-0.13436649680328427,-0.03235596935317997,-0.006867939501458475,0.02002270615387275
0.6779712168688969,0.14018934592341825,-0.8130198768411476,0.19317646888655465,0.5296990746802281,0.5449808937111171,0.16228609640922306,0.027661973511502236,0.06065068892649972,0.02085571771642214,0.005849879963688465
-1.0637403583149563,0.7321019972323495,0.1460611623282626,-0.14799446512714023,0.23263153873196646,-0.0620752104470097,-0.014031347168373655,-0.23530502459396446,-0.02796413491366731,-0.08412174405348022,-0.03305162491610647
0.021168441784180647,0.5978714971575754,-0.6967543678058326,0.4049524629818773,-0.2675466156561949,-0.10178675127755302,0.6565139829904064,0.04014493887985082,0.03903853106083727,-0.011055482362514413,-0.01980296905229406
0.456061657885265,-0.4913186569322987,0.1368487829488148,-0.0377695297987089,0.8855111231592361,0.14362109239288934,0.3338050532341922,0.6806671889292435,-0.8386037314289478,0.14707503539255862,0.08496742996128992
-0.02537581203972028,0.052574571249076385,0.8799542193672018,0.0810586291936154,0.6661145379998796,0.2115374047126302,0.7605227289462454,-0.30281230902877476,-0.05046419865293905,-0.057829046315899135,-0.03413702049361772
0.021168441784180647,0.5978714971575754,-0.6967543678058326,0.4049524629818773,-0.2675466156561949,-0.10178675127755302,0.6565139829904064,0.04014493887985082,0.03903853106083727,-0.011055482362514413,-0.01980296905229406
0.9869035728145095,-0.13313482804456278,-0.20601209860880992,0.5187576769742293,0.7562855225384879,0.00717533356821376,0.19993876281611864,0.1351449712401569,0.032589578573608446,0.013804486863070009,0.004679303184579986
1.332082044274273,-0.3439479666400922,-0.026365456766603235,-0.027015097101391772,0.15931752557399376,-0.13008154741063563,-0.09252798788565322,-0.07628182792504745,0.04186999077983938,0.011089117100551826,-0.011773647117028219
0.3148426612709634,0.25319421868087466,0.3996153302783484,1.1013333355393682,0.10562534569100762,0.1467528810688025,-0.28843303166486056,0.0770603023619203,-0.041636381559410934,-0.004152569738940293,0.036475656455480954
-0.3434460982728891,0.573055150627259,0.26137310378611167,0.18795320988468267,0.0769256106882385,0.8249704184903075,-0.20580789679888936,0.4532472381408403,-0.0429083860300678,-0.0059192469067022024,-0.0040107103576864644
0.6871878246651901,0.08576914492758858,0.2183770097557275,0.8676694464210005,0.1357808646513629,0.1592893724754447,0.5713175137200824,0.024848978403480437,-0.012548957118922704,0.005542322818063217,0.007793645912837821
-1.3039473288165953,-0.4885662016813621,-0.5715922718060422,0.5540464622094758,-0.17414640923353128,-0.17584738157060995,-0.08869398204107001,-0.5564183361302053,-0.2901676046622055,0.5158528160271455,0.6014928981515116
-0.35535465374852304,0.6010201902937358,0.13289614629909613,-0.494955339542387,-0.6967834187255537,-0.11116814638444314,-0.37542551182344164,0.3645993971806608,-0.010101595996968138,-0.032283652703150145,-0.04923085240353503
0.6600211327307264,0.042381080085345246,0.5792619721205549,0.555560561463747,-0.49134265127348664,0.009496000089953105,-0.5808997823666325,-0.13436649680328427,-0.03235596935317997,-0.006867939501458475,0.02002270615387275
0.3148426612709634,0.25319421868087466,0.3996153302783484,1.1013333355393682,0.10562534569100762,0.1467528810688025,-0.28843303166486056,0.0770603023619203,-0.041636381559410934,-0.004152569738940293,0.036475656455480954
0.016990509645703256,0.4335951165404499,-0.04834217422352466,-0.7286192286607546,-0.6666278997651984,-0.09863165497780094,0.4843250335615013,0.31238807322222095,0.018985828443520092,-0.022588760146146636,-0.07791286294617816
-0.6249073893524248,0.12815018510612441,0.5256088079464761,0.41485473102180254,0.05236140339901957,-0.5149332353707126,-0.024538905835300072,0.7486004226981211,0.4163634785405993,0.48060154890202644,0.4437566846361767
0.6830098925267127,-0.07850723568953755,0.8667892033380352,-0.2659022452216313,-0.2633004194576405,0.16244446877519675,0.3991285642911774,0.29709211274585057,-0.03260165973623988,-0.0059909549655691174,-0.05031624798104628
1.02314968832866,-0.07062379267211116,-0.6333732349989409,-0.3525963051890664,-0.06726892228426606,0.4077240127322679,-0.1301806542925489,-0.1837648256537021,0.06993110113273066,0.018140347953903957,-0.01060307033791974
1.332082044274273,-0.3439479666400922,-0.026365456766603235,-0.027015097101391772,0.15931752557399376,-0.13008154741063563,-0.09252798788565322,-0.07628182792504745,0.04186999077983938,0.011089117100551826,-0.011773647117028219
0.7898430682389082,-0.4809827624872707,-0.6680217097416921,-0.31414021678817283,-0.14167854498244692,0.4045076029100525,-0.10941346541307487,-0.11867359703010094,0.5337376982294203,0.5353614106499144,0.4671020931792924
1.1505965329432684,-0.7486685535062315,-0.15227012694907965,0.004256613692680766,0.09065641333925106,-0.1340477658645615,-0.07893949874044662,-0.014429543743535556,-0.7999902043991688,0.15317757365115447,0.11017142325195761
0.982725640676033,-0.2974112086616889,0.44240009497349797,-0.6148140146684026,0.3572042384294846,0.010330429867965812,0.02774981338721364,0.40738810558252714,0.012536875956291244,0.002271209079437786,-0.053430590709304115
0.6026498539446496,0.062255285375199865,-0.15325073557320462,0.0695130166655274,-0.04757902583565943,-0.9414997227131789,-0.8294293975933765,0.09870845423841734,0.03630894416621988,-0.022254811490381443,-0.011858828318625447
-1.9321953070101403,-1.024167629031121,-0.2021487439996682,0.08192706913650961,-0.08404633762356606,-0.0014472082324705343,0.02086933193402592,0.008368906247282232,-0.12539786390794408,0.437640545067163,-0.3533434293810954
-1.0637403583149563,0.7321019972323495,0.1460611623282626,-0.14799446512714023,0.23263153873196646,-0.0620752104470097,-0.014031347168373655,-0.23530502459396446,-0.02796413491366731,-0.08412174405348022,-0.03305162491610647
0.021168441784180647,0.5978714971575754,-0.6967543678058326,0.4049524629818773,-0.2675466156561949,-0.10178675127755302,0.6565139829904064,0.04014493887985082,0.03903853106083727,-0.011055482362514413,-0.01980296905229406
0.005910305325350862,0.5265183926488557,-0.20739244795398942,0.7757521274516934,-0.12096110216725231,0.6845584412117061,-0.3260856980717562,-0.030422695366734365,-0.013575271206519662,0.002898661114411949,0.03764623323458943
