,1.0,2.0,3.0,4.0,5.0,6.0,7.0
1.0,84,54,9,1,1,0,0
2.0,200,196,81,19,4,0,0
3.0,29,79,110,72,5,2,1
4.0,2,9,47,31,11,8,0
5.0,0,2,2,19,10,7,2
6.0,0,0,0,3,4,5,8
7.0,0,0,0,0,0,0,2
